"","lab","subid","diff","stimulus_num","method","age_group"
"10987","infantlanglabutk","infantlanglabutk_mb1r141ms2",14.597,4,"hpp","12-15 mo"
"10988","infantlanglabutk","infantlanglabutk_mb1r141ms2",-0.616,5,"hpp","12-15 mo"
"10989","infantlanglabutk","infantlanglabutk_mb1r141ms2",-0.79,6,"hpp","12-15 mo"
"10990","infantlanglabutk","infantlanglabutk_mb1r141ms2",-1.696,7,"hpp","12-15 mo"
"10991","infantlanglabutk","infantlanglabutk_mb1r141ms2",-1.882,8,"hpp","12-15 mo"
"10992","infantlanglabutk","infantlanglabutk_mb1r142ms3",5.843,1,"hpp","12-15 mo"
"10993","infantlanglabutk","infantlanglabutk_mb1r142ms3",0.141,2,"hpp","12-15 mo"
"10994","infantlanglabutk","infantlanglabutk_mb1r142ms3",NA,3,"hpp","12-15 mo"
"10995","infantlanglabutk","infantlanglabutk_mb1r142ms3",NA,4,"hpp","12-15 mo"
"10996","infantlanglabutk","infantlanglabutk_mb1r142ms3",NA,4,"hpp","12-15 mo"
"10997","infantlanglabutk","infantlanglabutk_mb1r142ms3",NA,5,"hpp","12-15 mo"
"10998","infantlanglabutk","infantlanglabutk_mb1r142ms3",-2.398,6,"hpp","12-15 mo"
"10999","infantlanglabutk","infantlanglabutk_mb1r142ms3",8.216,7,"hpp","12-15 mo"
"11000","infantlanglabutk","infantlanglabutk_mb1r142ms3",-6.698,8,"hpp","12-15 mo"
"11001","infantlanglabutk","infantlanglabutk_mb1r144fs4",-4.999,5,"hpp","12-15 mo"
"11002","infantlanglabutk","infantlanglabutk_mb1r144fs4",NA,7,"hpp","12-15 mo"
"11003","infantlanglabutk","infantlanglabutk_mb1r144fs4",NA,7,"hpp","12-15 mo"
"11004","infantlanglabutk","infantlanglabutk_mb1r144fs4",NA,1,"hpp","12-15 mo"
"11005","infantlanglabutk","infantlanglabutk_mb1r144fs4",NA,1,"hpp","12-15 mo"
"11006","infantlanglabutk","infantlanglabutk_mb1r144fs4",3.255,3,"hpp","12-15 mo"
"11007","infantlanglabutk","infantlanglabutk_mb1r144fs4",-4.224,2,"hpp","12-15 mo"
"11008","infantlanglabutk","infantlanglabutk_mb1r144fs4",NA,4,"hpp","12-15 mo"
"11009","infantlanglabutk","infantlanglabutk_mb1r144fs4",2.258,6,"hpp","12-15 mo"
"11010","infantlanglabutk","infantlanglabutk_mb1r144fs4",0.753,8,"hpp","12-15 mo"
"11011","infantlanglabutk","infantlanglabutk_mb1r143fs5",7.684,5,"hpp","12-15 mo"
"11012","infantlanglabutk","infantlanglabutk_mb1r143fs5",0.527999999999999,7,"hpp","12-15 mo"
"11013","infantlanglabutk","infantlanglabutk_mb1r143fs5",-0.443000000000001,1,"hpp","12-15 mo"
"11014","infantlanglabutk","infantlanglabutk_mb1r143fs5",9.295,3,"hpp","12-15 mo"
"11015","infantlanglabutk","infantlanglabutk_mb1r143fs5",-8.617,2,"hpp","12-15 mo"
"11016","infantlanglabutk","infantlanglabutk_mb1r143fs5",-5.712,4,"hpp","12-15 mo"
"11017","infantlanglabutk","infantlanglabutk_mb1r143fs5",2,6,"hpp","12-15 mo"
"11018","infantlanglabutk","infantlanglabutk_mb1r143fs5",1.998,8,"hpp","12-15 mo"
"11019","infantlanglabutk","infantlanglabutk_mb1r143ms6",NA,5,"hpp","12-15 mo"
"11020","infantlanglabutk","infantlanglabutk_mb1r143ms6",NA,5,"hpp","12-15 mo"
"11021","infantlanglabutk","infantlanglabutk_mb1r143ms6",12.005,7,"hpp","12-15 mo"
"11022","infantlanglabutk","infantlanglabutk_mb1r143ms6",4.098,1,"hpp","12-15 mo"
"11023","infantlanglabutk","infantlanglabutk_mb1r143ms6",4.63,3,"hpp","12-15 mo"
"11024","infantlanglabutk","infantlanglabutk_mb1r143ms6",-0.073,2,"hpp","12-15 mo"
"11025","infantlanglabutk","infantlanglabutk_mb1r143ms6",-14.888,4,"hpp","12-15 mo"
"11026","infantlanglabutk","infantlanglabutk_mb1r143ms6",8.575,6,"hpp","12-15 mo"
"11027","infantlanglabutk","infantlanglabutk_mb1r143ms6",NA,8,"hpp","12-15 mo"
"11028","infantlanglabutk","infantlanglabutk_mb1r143ms6",NA,8,"hpp","12-15 mo"
"11029","infantlanglabutk","infantlanglabutk_mb1r142fs7",1.618,1,"hpp","12-15 mo"
"11030","infantlanglabutk","infantlanglabutk_mb1r142fs7",-7.637,2,"hpp","12-15 mo"
"11031","infantlanglabutk","infantlanglabutk_mb1r142fs7",0.504,3,"hpp","12-15 mo"
"11032","infantlanglabutk","infantlanglabutk_mb1r142fs7",3.393,4,"hpp","12-15 mo"
"11033","infantlanglabutk","infantlanglabutk_mb1r142fs7",NA,5,"hpp","12-15 mo"
"11034","infantlanglabutk","infantlanglabutk_mb1r142fs7",NA,5,"hpp","12-15 mo"
"11035","infantlanglabutk","infantlanglabutk_mb1r142fs7",NA,6,"hpp","12-15 mo"
"11036","infantlanglabutk","infantlanglabutk_mb1r142fs7",NA,6,"hpp","12-15 mo"
"11037","infantlanglabutk","infantlanglabutk_mb1r142fs7",-0.273,7,"hpp","12-15 mo"
"11038","infantlanglabutk","infantlanglabutk_mb1r142fs7",0.922,8,"hpp","12-15 mo"
"11039","infantlanglabutk","infantlanglabutk_mb1r141fs9",8.304,1,"hpp","12-15 mo"
"11040","infantlanglabutk","infantlanglabutk_mb1r141fs9",1.984,2,"hpp","12-15 mo"
"11041","infantlanglabutk","infantlanglabutk_mb1r141fs9",2.263,3,"hpp","12-15 mo"
"11042","infantlanglabutk","infantlanglabutk_mb1r141fs9",-2.316,4,"hpp","12-15 mo"
"11043","infantlanglabutk","infantlanglabutk_mb1r141fs9",0.00800000000000001,5,"hpp","12-15 mo"
"11044","infantlanglabutk","infantlanglabutk_mb1r141fs9",11.35,6,"hpp","12-15 mo"
"11045","infantlanglabutk","infantlanglabutk_mb1r141fs9",-7.172,7,"hpp","12-15 mo"
"11046","infantlanglabutk","infantlanglabutk_mb1r141fs9",-2.305,8,"hpp","12-15 mo"
"11047","infantlanglabutk","infantlanglabutk_mb1r142fs10",-0.27,1,"hpp","12-15 mo"
"11048","infantlanglabutk","infantlanglabutk_mb1r142fs10",-1.314,2,"hpp","12-15 mo"
"11049","infantlanglabutk","infantlanglabutk_mb1r142fs10",1.224,3,"hpp","12-15 mo"
"11050","infantlanglabutk","infantlanglabutk_mb1r142fs10",3.174,4,"hpp","12-15 mo"
"11051","infantlanglabutk","infantlanglabutk_mb1r142fs10",1.227,5,"hpp","12-15 mo"
"11052","infantlanglabutk","infantlanglabutk_mb1r142fs10",2.614,6,"hpp","12-15 mo"
"11053","infantlanglabutk","infantlanglabutk_mb1r142fs10",-2.817,7,"hpp","12-15 mo"
"11054","infantlanglabutk","infantlanglabutk_mb1r142fs10",-2.171,8,"hpp","12-15 mo"
"11055","infantlanglabutk","infantlanglabutk_mb1r144ms12",-1.575,5,"hpp","12-15 mo"
"11056","infantlanglabutk","infantlanglabutk_mb1r144ms12",-4.164,7,"hpp","12-15 mo"
"11057","infantlanglabutk","infantlanglabutk_mb1r144ms12",3.37,1,"hpp","12-15 mo"
"11058","infantlanglabutk","infantlanglabutk_mb1r144ms12",-1.148,3,"hpp","12-15 mo"
"11059","infantlanglabutk","infantlanglabutk_mb1r144ms12",2.244,2,"hpp","12-15 mo"
"11060","infantlanglabutk","infantlanglabutk_mb1r144ms12",4.154,4,"hpp","12-15 mo"
"11061","infantlanglabutk","infantlanglabutk_mb1r144ms12",0.666,6,"hpp","12-15 mo"
"11062","infantlanglabutk","infantlanglabutk_mb1r144ms12",3.64,8,"hpp","12-15 mo"
"11063","infantlanglabutk","infantlanglabutk_mb1r142ms14",5.527,1,"hpp","12-15 mo"
"11064","infantlanglabutk","infantlanglabutk_mb1r142ms14",1.32,2,"hpp","12-15 mo"
"11065","infantlanglabutk","infantlanglabutk_mb1r142ms14",9.095,3,"hpp","12-15 mo"
"11066","infantlanglabutk","infantlanglabutk_mb1r142ms14",11.993,4,"hpp","12-15 mo"
"11067","infantlanglabutk","infantlanglabutk_mb1r142ms14",-8.433,5,"hpp","12-15 mo"
"11068","infantlanglabutk","infantlanglabutk_mb1r142ms14",12.878,6,"hpp","12-15 mo"
"11069","infantlanglabutk","infantlanglabutk_mb1r142ms14",-1.422,7,"hpp","12-15 mo"
"11070","infantlanglabutk","infantlanglabutk_mb1r142ms14",-0.791,8,"hpp","12-15 mo"
"11071","infantlanglabutk","infantlanglabutk_mb1r144fs15",1.662,5,"hpp","12-15 mo"
"11072","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,7,"hpp","12-15 mo"
"11073","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,7,"hpp","12-15 mo"
"11074","infantlanglabutk","infantlanglabutk_mb1r144fs15",-2.126,1,"hpp","12-15 mo"
"11075","infantlanglabutk","infantlanglabutk_mb1r144fs15",1.006,3,"hpp","12-15 mo"
"11076","infantlanglabutk","infantlanglabutk_mb1r144fs15",4.986,2,"hpp","12-15 mo"
"11077","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,4,"hpp","12-15 mo"
"11078","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,4,"hpp","12-15 mo"
"11079","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,6,"hpp","12-15 mo"
"11080","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,6,"hpp","12-15 mo"
"11081","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,8,"hpp","12-15 mo"
"11082","infantlanglabutk","infantlanglabutk_mb1r144fs15",NA,8,"hpp","12-15 mo"
"11083","infantlanglabutk","infantlanglabutk_mb1r143ms16",1.807,5,"hpp","12-15 mo"
"11084","infantlanglabutk","infantlanglabutk_mb1r143ms16",-3.234,7,"hpp","12-15 mo"
"11085","infantlanglabutk","infantlanglabutk_mb1r143ms16",12.624,1,"hpp","12-15 mo"
"11086","infantlanglabutk","infantlanglabutk_mb1r143ms16",6.523,3,"hpp","12-15 mo"
"11087","infantlanglabutk","infantlanglabutk_mb1r143ms16",3.088,2,"hpp","12-15 mo"
"11088","infantlanglabutk","infantlanglabutk_mb1r143ms16",-2.488,4,"hpp","12-15 mo"
"11089","infantlanglabutk","infantlanglabutk_mb1r143ms16",-7.837,6,"hpp","12-15 mo"
"11090","infantlanglabutk","infantlanglabutk_mb1r144ms17",-1.964,5,"hpp","12-15 mo"
"11091","infantlanglabutk","infantlanglabutk_mb1r144ms17",3.806,7,"hpp","12-15 mo"
"11092","infantlanglabutk","infantlanglabutk_mb1r144ms17",NA,3,"hpp","12-15 mo"
"11093","infantlanglabutk","infantlanglabutk_mb1r144ms17",5.599,2,"hpp","12-15 mo"
"11094","infantlanglabutk","infantlanglabutk_mb1r144ms17",NA,4,"hpp","12-15 mo"
"11095","infantllmadison","infantllmadison_mb003",1.234,1,"hpp","9-12 mo"
"11096","infantllmadison","infantllmadison_mb003",3.216,2,"hpp","9-12 mo"
"11097","infantllmadison","infantllmadison_mb003",NA,3,"hpp","9-12 mo"
"11098","infantllmadison","infantllmadison_mb003",NA,3,"hpp","9-12 mo"
"11099","infantllmadison","infantllmadison_mb003",-4.696,4,"hpp","9-12 mo"
"11100","infantllmadison","infantllmadison_mb003",0.852,5,"hpp","9-12 mo"
"11101","infantllmadison","infantllmadison_mb004",9.187,1,"hpp","6-9 mo"
"11102","infantllmadison","infantllmadison_mb004",1.703,2,"hpp","6-9 mo"
"11103","infantllmadison","infantllmadison_mb004",0.406,3,"hpp","6-9 mo"
"11104","infantllmadison","infantllmadison_mb004",0.158,4,"hpp","6-9 mo"
"11105","infantllmadison","infantllmadison_mb004",-0.664,5,"hpp","6-9 mo"
"11106","infantllmadison","infantllmadison_mb004",-1.583,6,"hpp","6-9 mo"
"11107","infantllmadison","infantllmadison_mb004",-0.812,7,"hpp","6-9 mo"
"11108","infantllmadison","infantllmadison_mb004",0.748,8,"hpp","6-9 mo"
"11109","infantllmadison","infantllmadison_mb005",0.713000000000001,1,"hpp","6-9 mo"
"11110","infantllmadison","infantllmadison_mb005",6.851,2,"hpp","6-9 mo"
"11111","infantllmadison","infantllmadison_mb005",6.559,3,"hpp","6-9 mo"
"11112","infantllmadison","infantllmadison_mb005",NA,4,"hpp","6-9 mo"
"11113","infantllmadison","infantllmadison_mb005",-2.121,5,"hpp","6-9 mo"
"11114","infantllmadison","infantllmadison_mb005",-6.814,6,"hpp","6-9 mo"
"11115","infantllmadison","infantllmadison_mb005",0.787,7,"hpp","6-9 mo"
"11116","infantllmadison","infantllmadison_mb005",5.934,8,"hpp","6-9 mo"
"11117","infantllmadison","infantllmadison_mb006",NA,1,"hpp","9-12 mo"
"11118","infantllmadison","infantllmadison_mb008",6.384,5,"hpp","6-9 mo"
"11119","infantllmadison","infantllmadison_mb008",6.136,7,"hpp","6-9 mo"
"11120","infantllmadison","infantllmadison_mb008",5.218,1,"hpp","6-9 mo"
"11121","infantllmadison","infantllmadison_mb008",9.333,3,"hpp","6-9 mo"
"11122","infantllmadison","infantllmadison_mb009",-0.399999999999999,5,"hpp","9-12 mo"
"11123","infantllmadison","infantllmadison_mb009",6.639,7,"hpp","9-12 mo"
"11124","infantllmadison","infantllmadison_mb009",4.025,1,"hpp","9-12 mo"
"11125","infantllmadison","infantllmadison_mb009",-6.842,3,"hpp","9-12 mo"
"11126","infantllmadison","infantllmadison_mb010",-5.215,5,"hpp","9-12 mo"
"11127","infantllmadison","infantllmadison_mb010",NA,7,"hpp","9-12 mo"
"11128","infantllmadison","infantllmadison_mb010",NA,7,"hpp","9-12 mo"
"11129","infantllmadison","infantllmadison_mb010",8.199,1,"hpp","9-12 mo"
"11130","infantllmadison","infantllmadison_mb010",NA,3,"hpp","9-12 mo"
"11131","infantllmadison","infantllmadison_mb010",NA,3,"hpp","9-12 mo"
"11132","infantllmadison","infantllmadison_mb010",NA,2,"hpp","9-12 mo"
"11133","infantllmadison","infantllmadison_mb010",NA,2,"hpp","9-12 mo"
"11134","infantllmadison","infantllmadison_mb010",NA,4,"hpp","9-12 mo"
"11135","infantllmadison","infantllmadison_mb011",NA,1,"hpp","9-12 mo"
"11136","infantllmadison","infantllmadison_mb011",NA,1,"hpp","9-12 mo"
"11137","infantllmadison","infantllmadison_mb011",NA,2,"hpp","9-12 mo"
"11138","infantllmadison","infantllmadison_mb011",9.873,3,"hpp","9-12 mo"
"11139","infantllmadison","infantllmadison_mb011",0,4,"hpp","9-12 mo"
"11140","infantllmadison","infantllmadison_mb011",6.351,5,"hpp","9-12 mo"
"11141","infantllmadison","infantllmadison_mb011",9.878,6,"hpp","9-12 mo"
"11142","infantllmadison","infantllmadison_mb011",6.988,7,"hpp","9-12 mo"
"11143","infantllmadison","infantllmadison_mb011",4.798,8,"hpp","9-12 mo"
"11144","infantllmadison","infantllmadison_mb012",-9.458,1,"hpp","6-9 mo"
"11145","infantllmadison","infantllmadison_mb012",8.151,2,"hpp","6-9 mo"
"11146","infantllmadison","infantllmadison_mb012",NA,3,"hpp","6-9 mo"
"11147","infantllmadison","infantllmadison_mb013",-2.818,1,"hpp","6-9 mo"
"11148","infantllmadison","infantllmadison_mb013",0.471,2,"hpp","6-9 mo"
"11149","infantllmadison","infantllmadison_mb013",5.934,3,"hpp","6-9 mo"
"11150","infantllmadison","infantllmadison_mb013",NA,4,"hpp","6-9 mo"
"11151","infantllmadison","infantllmadison_mb013",10.665,5,"hpp","6-9 mo"
"11152","infantllmadison","infantllmadison_mb013",8.496,6,"hpp","6-9 mo"
"11153","infantllmadison","infantllmadison_mb013",0.374,7,"hpp","6-9 mo"
"11154","infantllmadison","infantllmadison_mb013",2.229,8,"hpp","6-9 mo"
"11155","infantllmadison","infantllmadison_mb014",9.494,5,"hpp","6-9 mo"
"11156","infantllmadison","infantllmadison_mb014",-2.055,7,"hpp","6-9 mo"
"11157","infantllmadison","infantllmadison_mb014",-2.871,1,"hpp","6-9 mo"
"11158","infantllmadison","infantllmadison_mb014",-4.136,3,"hpp","6-9 mo"
"11159","infantllmadison","infantllmadison_mb014",2.742,2,"hpp","6-9 mo"
"11160","infantllmadison","infantllmadison_mb014",NA,4,"hpp","6-9 mo"
"11161","infantllmadison","infantllmadison_mb014",NA,4,"hpp","6-9 mo"
"11162","infantllmadison","infantllmadison_mb014",NA,6,"hpp","6-9 mo"
"11163","infantllmadison","infantllmadison_mb014",1.292,8,"hpp","6-9 mo"
"11164","infantllmadison","infantllmadison_mb015",12.623,1,"hpp","12-15 mo"
"11165","infantllmadison","infantllmadison_mb015",2.739,2,"hpp","12-15 mo"
"11166","infantllmadison","infantllmadison_mb015",8.125,3,"hpp","12-15 mo"
"11167","infantllmadison","infantllmadison_mb015",NA,4,"hpp","12-15 mo"
"11168","infantllmadison","infantllmadison_mb015",NA,4,"hpp","12-15 mo"
"11169","infantllmadison","infantllmadison_mb015",NA,5,"hpp","12-15 mo"
"11170","infantllmadison","infantllmadison_mb015",4.204,6,"hpp","12-15 mo"
"11171","infantllmadison","infantllmadison_mb015",NA,7,"hpp","12-15 mo"
"11172","infantllmadison","infantllmadison_mb015",NA,8,"hpp","12-15 mo"
"11173","infantllmadison","infantllmadison_mb016",3.943,5,"hpp","6-9 mo"
"11174","infantllmadison","infantllmadison_mb016",-1.725,7,"hpp","6-9 mo"
"11175","infantllmadison","infantllmadison_mb016",NA,1,"hpp","6-9 mo"
"11176","infantllmadison","infantllmadison_mb016",6.571,3,"hpp","6-9 mo"
"11177","infantllmadison","infantllmadison_mb016",-7.146,2,"hpp","6-9 mo"
"11178","infantllmadison","infantllmadison_mb016",NA,4,"hpp","6-9 mo"
"11179","infantllmadison","infantllmadison_mb016",NA,4,"hpp","6-9 mo"
"11180","infantllmadison","infantllmadison_mb016",6.418,6,"hpp","6-9 mo"
"11181","infantllmadison","infantllmadison_mb016",-2.383,8,"hpp","6-9 mo"
"11182","infantllmadison","infantllmadison_mb017",-6.17,1,"hpp","12-15 mo"
"11183","infantllmadison","infantllmadison_mb017",2.568,2,"hpp","12-15 mo"
"11184","infantllmadison","infantllmadison_mb017",4.961,3,"hpp","12-15 mo"
"11185","infantllmadison","infantllmadison_mb017",13.865,4,"hpp","12-15 mo"
"11186","infantllmadison","infantllmadison_mb017",-2.137,5,"hpp","12-15 mo"
"11187","infantllmadison","infantllmadison_mb017",-0.744,6,"hpp","12-15 mo"
"11188","infantllmadison","infantllmadison_mb017",-1.277,7,"hpp","12-15 mo"
"11189","infantllmadison","infantllmadison_mb017",-0.121,8,"hpp","12-15 mo"
"11190","infantllmadison","infantllmadison_mb019",6.467,5,"hpp","9-12 mo"
"11191","infantllmadison","infantllmadison_mb019",4.633,7,"hpp","9-12 mo"
"11192","infantllmadison","infantllmadison_mb019",7.024,1,"hpp","9-12 mo"
"11193","infantllmadison","infantllmadison_mb019",2.696,3,"hpp","9-12 mo"
"11194","infantllmadison","infantllmadison_mb019",1.374,2,"hpp","9-12 mo"
"11195","infantllmadison","infantllmadison_mb019",1.366,4,"hpp","9-12 mo"
"11196","infantllmadison","infantllmadison_mb019",-0.954,6,"hpp","9-12 mo"
"11197","infantllmadison","infantllmadison_mb019",9.82,8,"hpp","9-12 mo"
"11198","infantllmadison","infantllmadison_mb020",-11.693,5,"hpp","12-15 mo"
"11199","infantllmadison","infantllmadison_mb020",6.211,7,"hpp","12-15 mo"
"11200","infantllmadison","infantllmadison_mb020",11.895,1,"hpp","12-15 mo"
"11201","infantllmadison","infantllmadison_mb020",NA,3,"hpp","12-15 mo"
"11202","infantllmadison","infantllmadison_mb020",NA,3,"hpp","12-15 mo"
"11203","infantllmadison","infantllmadison_mb020",-0.589,2,"hpp","12-15 mo"
"11204","infantllmadison","infantllmadison_mb021",-0.783,5,"hpp","9-12 mo"
"11205","infantllmadison","infantllmadison_mb021",1.001,7,"hpp","9-12 mo"
"11206","infantllmadison","infantllmadison_mb021",-0.671,1,"hpp","9-12 mo"
"11207","infantllmadison","infantllmadison_mb021",NA,3,"hpp","9-12 mo"
"11208","infantllmadison","infantllmadison_mb021",NA,2,"hpp","9-12 mo"
"11209","infantllmadison","infantllmadison_mb021",NA,2,"hpp","9-12 mo"
"11210","infantllmadison","infantllmadison_mb022",10.066,1,"hpp","9-12 mo"
"11211","infantllmadison","infantllmadison_mb022",-2.906,2,"hpp","9-12 mo"
"11212","infantllmadison","infantllmadison_mb022",-1.442,3,"hpp","9-12 mo"
"11213","infantllmadison","infantllmadison_mb022",5.509,4,"hpp","9-12 mo"
"11214","infantllmadison","infantllmadison_mb022",2.073,5,"hpp","9-12 mo"
"11215","infantllmadison","infantllmadison_mb022",0.004,6,"hpp","9-12 mo"
"11216","infantllmadison","infantllmadison_mb022",NA,7,"hpp","9-12 mo"
"11217","infantllmadison","infantllmadison_mb022",NA,7,"hpp","9-12 mo"
"11218","infantllmadison","infantllmadison_mb022",0.0330000000000004,8,"hpp","9-12 mo"
"11219","infantllmadison","infantllmadison_mb023",NA,1,"hpp","9-12 mo"
"11220","infantllmadison","infantllmadison_mb023",NA,1,"hpp","9-12 mo"
"11221","infantllmadison","infantllmadison_mb023",-5.698,2,"hpp","9-12 mo"
"11222","infantllmadison","infantllmadison_mb023",-0.546,3,"hpp","9-12 mo"
"11223","infantllmadison","infantllmadison_mb023",-10.656,4,"hpp","9-12 mo"
"11224","infantllmadison","infantllmadison_mb023",9.224,5,"hpp","9-12 mo"
"11225","infantllmadison","infantllmadison_mb023",4.679,6,"hpp","9-12 mo"
"11226","infantllmadison","infantllmadison_mb023",10.976,7,"hpp","9-12 mo"
"11227","infantllmadison","infantllmadison_mb023",0.655,8,"hpp","9-12 mo"
"11228","infantllmadison","infantllmadison_mb024",0.744,5,"hpp","9-12 mo"
"11229","infantllmadison","infantllmadison_mb024",0.642,7,"hpp","9-12 mo"
"11230","infantllmadison","infantllmadison_mb024",-0.25,1,"hpp","9-12 mo"
"11231","infantllmadison","infantllmadison_mb024",NA,3,"hpp","9-12 mo"
"11232","infantllmadison","infantllmadison_mb024",NA,3,"hpp","9-12 mo"
"11233","infantllmadison","infantllmadison_mb024",-0.201,2,"hpp","9-12 mo"
"11234","infantllmadison","infantllmadison_mb024",NA,4,"hpp","9-12 mo"
"11235","infantllmadison","infantllmadison_mb024",1.211,6,"hpp","9-12 mo"
"11236","infantllmadison","infantllmadison_mb024",NA,8,"hpp","9-12 mo"
"11237","infantllmadison","infantllmadison_mb025",0.754,1,"hpp","6-9 mo"
"11238","infantllmadison","infantllmadison_mb025",6.56,2,"hpp","6-9 mo"
"11239","infantllmadison","infantllmadison_mb025",NA,3,"hpp","6-9 mo"
"11240","infantllmadison","infantllmadison_mb025",NA,3,"hpp","6-9 mo"
"11241","infantllmadison","infantllmadison_mb025",-0.938,4,"hpp","6-9 mo"
"11242","infantllmadison","infantllmadison_mb025",0.31,5,"hpp","6-9 mo"
"11243","infantllmadison","infantllmadison_mb025",NA,6,"hpp","6-9 mo"
"11244","infantllmadison","infantllmadison_mb025",NA,6,"hpp","6-9 mo"
"11245","infantllmadison","infantllmadison_mb025",NA,7,"hpp","6-9 mo"
"11246","infantllmadison","infantllmadison_mb025",NA,7,"hpp","6-9 mo"
"11247","infantllmadison","infantllmadison_mb025",-1.297,8,"hpp","6-9 mo"
"11248","infantllmadison","infantllmadison_mb026",0.393,5,"hpp","9-12 mo"
"11249","infantllmadison","infantllmadison_mb026",5.019,7,"hpp","9-12 mo"
"11250","infantllmadison","infantllmadison_mb026",3.838,1,"hpp","9-12 mo"
"11251","infantllmadison","infantllmadison_mb026",NA,3,"hpp","9-12 mo"
"11252","infantllmadison","infantllmadison_mb026",NA,3,"hpp","9-12 mo"
"11253","infantllmadison","infantllmadison_mb026",NA,2,"hpp","9-12 mo"
"11254","infantllmadison","infantllmadison_mb026",NA,2,"hpp","9-12 mo"
"11255","infantllmadison","infantllmadison_mb026",12.639,4,"hpp","9-12 mo"
"11256","infantllmadison","infantllmadison_mb026",NA,6,"hpp","9-12 mo"
"11257","infantllmadison","infantllmadison_mb026",NA,6,"hpp","9-12 mo"
"11258","infantllmadison","infantllmadison_mb026",NA,8,"hpp","9-12 mo"
"11259","infantllmadison","infantllmadison_mb026",NA,8,"hpp","9-12 mo"
"11260","infantllmadison","infantllmadison_mb027",-0.485000000000001,5,"hpp","9-12 mo"
"11261","infantllmadison","infantllmadison_mb027",10.776,7,"hpp","9-12 mo"
"11262","infantllmadison","infantllmadison_mb027",-1.036,1,"hpp","9-12 mo"
"11263","infantllmadison","infantllmadison_mb027",3.256,3,"hpp","9-12 mo"
"11264","infantllmadison","infantllmadison_mb027",NA,2,"hpp","9-12 mo"
"11265","infantllmadison","infantllmadison_mb027",NA,4,"hpp","9-12 mo"
"11266","infantllmadison","infantllmadison_mb027",NA,4,"hpp","9-12 mo"
"11267","infantllmadison","infantllmadison_mb027",2.793,6,"hpp","9-12 mo"
"11268","infantllmadison","infantllmadison_mb027",NA,8,"hpp","9-12 mo"
"11269","infantllmadison","infantllmadison_mb028",-4.795,1,"hpp","9-12 mo"
"11270","infantllmadison","infantllmadison_mb028",-2.648,2,"hpp","9-12 mo"
"11271","infantllmadison","infantllmadison_mb028",4.43,3,"hpp","9-12 mo"
"11272","infantllmadison","infantllmadison_mb028",NA,4,"hpp","9-12 mo"
"11273","infantllmadison","infantllmadison_mb028",NA,5,"hpp","9-12 mo"
"11274","infantllmadison","infantllmadison_mb028",NA,5,"hpp","9-12 mo"
"11275","infantllmadison","infantllmadison_mb028",NA,6,"hpp","9-12 mo"
"11276","infantllmadison","infantllmadison_mb028",NA,6,"hpp","9-12 mo"
"11277","infantllmadison","infantllmadison_mb029",12.028,1,"hpp","12-15 mo"
"11278","infantllmadison","infantllmadison_mb029",NA,2,"hpp","12-15 mo"
"11279","infantllmadison","infantllmadison_mb029",NA,2,"hpp","12-15 mo"
"11280","infantllmadison","infantllmadison_mb029",8.079,3,"hpp","12-15 mo"
"11281","infantllmadison","infantllmadison_mb029",-1.022,4,"hpp","12-15 mo"
"11282","infantllmadison","infantllmadison_mb029",NA,5,"hpp","12-15 mo"
"11283","infantllmadison","infantllmadison_mb029",NA,5,"hpp","12-15 mo"
"11284","infantllmadison","infantllmadison_mb029",1.087,6,"hpp","12-15 mo"
"11285","infantllmadison","infantllmadison_mb029",-0.663,7,"hpp","12-15 mo"
"11286","infantllmadison","infantllmadison_mb029",NA,8,"hpp","12-15 mo"
"11287","infantllmadison","infantllmadison_mb029",NA,8,"hpp","12-15 mo"
"11288","infantllmadison","infantllmadison_mb030",-0.55,5,"hpp","9-12 mo"
"11289","infantllmadison","infantllmadison_mb030",-4.504,7,"hpp","9-12 mo"
"11290","infantllmadison","infantllmadison_mb030",2.639,1,"hpp","9-12 mo"
"11291","infantllmadison","infantllmadison_mb030",0.0750000000000002,3,"hpp","9-12 mo"
"11292","infantllmadison","infantllmadison_mb030",NA,2,"hpp","9-12 mo"
"11293","infantllmadison","infantllmadison_mb030",NA,2,"hpp","9-12 mo"
"11294","infantllmadison","infantllmadison_mb030",4.063,4,"hpp","9-12 mo"
"11295","infantllmadison","infantllmadison_mb030",NA,6,"hpp","9-12 mo"
"11296","infantllmadison","infantllmadison_mb030",NA,6,"hpp","9-12 mo"
"11297","infantllmadison","infantllmadison_mb030",-5.759,8,"hpp","9-12 mo"
"11298","infantllmadison","infantllmadison_mb031",12.078,1,"hpp","12-15 mo"
"11299","infantllmadison","infantllmadison_mb031",1.503,2,"hpp","12-15 mo"
"11300","infantllmadison","infantllmadison_mb031",11.785,3,"hpp","12-15 mo"
"11301","infantllmadison","infantllmadison_mb031",13.859,4,"hpp","12-15 mo"
"11302","infantllmadison","infantllmadison_mb031",NA,5,"hpp","12-15 mo"
